name,slug,type,ownership,street,postal_code,neighborhood,city_slug,city_name,phone,email,website,age_min_months,age_max_months,schedule,services,short_description,source_url,notes
Escola Bressol Municipal L'Harmonia,escola-bressol-municipal-lharmonia-barcelona,escuela-infantil,publico,"Harmonia, 37",08035,,barcelona,Barcelona,934280099,ebmlharmonia@bcn.cat,http://barcelona.cat/ebmharmonia,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal L'Harmonia es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Horta-Guinardó, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Llar d'Infants,escola-bressol-municipal-llar-dinfants-barcelona,escuela-infantil,publico,"Rectoria, 31",08031,,barcelona,Barcelona,934276870,ebmllardinfants@bcn.cat,http://barcelona.cat/ebmllarinfants,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Llar d'Infants es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Horta-Guinardó, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Marina,escola-bressol-municipal-marina-barcelona,escuela-infantil,publico,"Marina, 347",08025,,barcelona,Barcelona,934461472,ebmmarina@bcn.cat,http://barcelona.cat/ebmmarina,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Marina es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Horta-Guinardó, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Montserrat,escola-bressol-municipal-montserrat-barcelona,escuela-infantil,publico,"Gènova, 2 bis",08041,,barcelona,Barcelona,933470749,ebmmontserrat@bcn.cat,http://barcelona.cat/ebmmontserrat,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Montserrat es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Horta-Guinardó, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Sant Genís,escola-bressol-municipal-sant-genis-barcelona,escuela-infantil,publico,"Natzaret, 83",08035,,barcelona,Barcelona,934172432,ebmsantgenis@bcn.cat,http://barcelona.cat/ebmsantgenis,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Sant Genís es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Horta-Guinardó, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Teixonera,escola-bressol-municipal-teixonera-barcelona,escuela-infantil,publico,"Arenys, 83",08035,,barcelona,Barcelona,935666243,ebmteixonera@bcn.cat,http://barcelona.cat/ebmteixonera,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Teixonera es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Horta-Guinardó, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Tres Turons,escola-bressol-municipal-tres-turons-barcelona,escuela-infantil,publico,"Descans, 12",08032,,barcelona,Barcelona,934294297,ebmtresturons@bcn.cat,http://barcelona.cat/ebmtresturons,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Tres Turons es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Horta-Guinardó, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Tris-Tras,escola-bressol-municipal-tris-tras-barcelona,escuela-infantil,publico,"Llobregós, 109",08032,,barcelona,Barcelona,933588560,ebmtristras@bcn.cat,http://barcelona.cat/ebmtristras,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Tris-Tras es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Horta-Guinardó, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Valldaura,escola-bressol-municipal-valldaura-barcelona,escuela-infantil,publico,"Passeig de Valldaura, 18, interior",08031,,barcelona,Barcelona,934270828,ebmvalldaura@bcn.cat,http://barcelona.cat/ebmvalldaura,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Valldaura es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Horta-Guinardó, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Xarlot,escola-bressol-municipal-xarlot-barcelona,escuela-infantil,publico,"Pantà de Tremp, 66",08032,,barcelona,Barcelona,933589300,ebmxarlot@bcn.cat,http://barcelona.cat/ebmxarlot,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Xarlot es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Horta-Guinardó, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Aqüeducte,escola-bressol-municipal-aqueducte-barcelona,escuela-infantil,publico,"Perafita, 48",08033,,barcelona,Barcelona,933531215,ebmaqueducte@bcn.cat,http://barcelona.cat/ebmaqueducte,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Aqüeducte es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Can Dragó,escola-bressol-municipal-can-drago-barcelona,escuela-infantil,publico,"Avinguda de Rio de Janeiro, 16",08016,,barcelona,Barcelona,934084238,ebmcandrago@bcn.cat,http://barcelona.cat/ebmcandrago,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Can Dragó es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Ciutat de Mallorca,escola-bressol-municipal-ciutat-de-mallorca-barcelona,escuela-infantil,publico,"Deià, 12",08016,,barcelona,Barcelona,933593854,ebmciutatdemallorca@bcn.cat,http://barcelona.cat/ebmciutatdemallorca,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Ciutat de Mallorca es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Colometa,escola-bressol-municipal-colometa-barcelona,escuela-infantil,publico,"Avinguda de Meridiana, 573",08030,,barcelona,Barcelona,933540172,ebmcolometa@bcn.cat,http://barcelona.cat/ebmcolometa,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Colometa es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal El Torrent,escola-bressol-municipal-el-torrent-barcelona,escuela-infantil,publico,"Alcàntara, 22",08042,,barcelona,Barcelona,933535520,ebmeltorrent@bcn.cat,http://barcelona.cat/ebmeltorrent,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal El Torrent es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal El Vent,escola-bressol-municipal-el-vent-barcelona,escuela-infantil,publico,"Miguel Hernández, 20",08042,,barcelona,Barcelona,934273745,ebmelvent@bcn.cat,http://barcelona.cat/ebmelvent,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal El Vent es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal La Muntanya,escola-bressol-municipal-la-muntanya-barcelona,escuela-infantil,publico,"Sant Feliu de Codines, 4",08033,,barcelona,Barcelona,933507938,ebmlamuntanya@bcn.cat,http://barcelona.cat/ebmlamuntanya,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal La Muntanya es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal L'Argimon,escola-bressol-municipal-largimon-barcelona,escuela-infantil,publico,"Artesania, 39",08042,,barcelona,Barcelona,933505748,ebmlargimon@bcn.cat,http://barcelona.cat/ebmargimon,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal L'Argimon es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Nenes i Nens,escola-bressol-municipal-nenes-i-nens-barcelona,escuela-infantil,publico,"Ignasi Agustí, 4",08042,,barcelona,Barcelona,934273167,ebmnenesinens@bcn.cat,http://barcelona.cat/ebmnenesinens,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Nenes i Nens es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Pla de Fornells,escola-bressol-municipal-pla-de-fornells-barcelona,escuela-infantil,publico,"Nou Barris, 12",08042,,barcelona,Barcelona,933598350,ebmpladefornells@bcn.cat,http://barcelona.cat/ebmpladefornells,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Pla de Fornells es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Ralet,escola-bressol-municipal-ralet-barcelona,escuela-infantil,publico,"Joaquim Valls, 10",08042,,barcelona,Barcelona,933597793,ebmralet@bcn.cat,http://barcelona.cat/ebmralet,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Ralet es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Torre del Rellotge,escola-bressol-municipal-torre-del-rellotge-barcelona,escuela-infantil,publico,"Palamós, 78",08033,,barcelona,Barcelona,933595271,ebmtorredelrellotge@bcn.cat,http://barcelona.cat/ebmtorredelrellotge,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Torre del Rellotge es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Turó,escola-bressol-municipal-turo-barcelona,escuela-infantil,publico,"Aneto, 15",08031,,barcelona,Barcelona,934071950,ebmturo@bcn.cat,http://barcelona.cat/ebmturo,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Turó es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Nou Barris, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal El Caminet del Besòs,escola-bressol-municipal-el-caminet-del-besos-barcelona,escuela-infantil,publico,"Quito, 2",08030,,barcelona,Barcelona,933116686,ebmelcaminetdelbesos@bcn.cat,http://barcelona.cat/ebmelcaminetdelbesos,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal El Caminet del Besòs es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Sant Andreu, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal El Palomar,escola-bressol-municipal-el-palomar-barcelona,escuela-infantil,publico,"Malats, 45",08030,,barcelona,Barcelona,933115756,ebmelpalomar@bcn.cat,http://barcelona.cat/ebmelpalomar,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal El Palomar es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Sant Andreu, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal El Parc de la Pegaso,escola-bressol-municipal-el-parc-de-la-pegaso-barcelona,escuela-infantil,publico,"Portugal, 60",08027,,barcelona,Barcelona,933519747,ebmelparcdelapegaso@bcn.cat,http://barcelona.cat/ebmelparcdelapegaso,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal El Parc de la Pegaso es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Sant Andreu, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal El Tren,escola-bressol-municipal-el-tren-barcelona,escuela-infantil,publico,"Palafrugell, 4",08033,,barcelona,Barcelona,936764257,ebmeltren@bcn.cat,http://barcelona.cat/ebmeltren,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal El Tren es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Sant Andreu, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Els Patufets de Navas,escola-bressol-municipal-els-patufets-de-navas-barcelona,escuela-infantil,publico,"Navas de Tolosa, 312",08027,,barcelona,Barcelona,934080742,ebmelspatufetsdenavas@bcn.cat,http://barcelona.cat/ebmelspatufetsdenavas,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Els Patufets de Navas es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Sant Andreu, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Icària,escola-bressol-municipal-icaria-barcelona,escuela-infantil,publico,"Costa Rica, 22",08027,,barcelona,Barcelona,934083940,ebmicaria@bcn.cat,http://barcelona.cat/ebmicaria,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Icària es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Sant Andreu, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal La Filadora,escola-bressol-municipal-la-filadora-barcelona,escuela-infantil,publico,"Parellada, 25",08030,,barcelona,Barcelona,933113802,ebmlafiladora@bcn.cat,http://barcelona.cat/ebmlafiladora,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal La Filadora es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Sant Andreu, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal La Morera,escola-bressol-municipal-la-morera-barcelona,escuela-infantil,publico,"Cardenal Tedeschini, 24",08027,,barcelona,Barcelona,937078293,ebmlamorera@bcn.cat,http://barcelona.cat/ebmlamorera,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal La Morera es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Sant Andreu, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Les Quatre Torres,escola-bressol-municipal-les-quatre-torres-barcelona,escuela-infantil,publico,"Augusto César Sandino, 9",08030,,barcelona,Barcelona,933453952,ebmlesquatretorres@bcn.cat,http://barcelona.cat/ebmlesquatretorres,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Les Quatre Torres es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Sant Andreu, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Manigua,escola-bressol-municipal-manigua-barcelona,escuela-infantil,publico,"Garcilaso, 232",08027,,barcelona,Barcelona,934087812,ebmmanigua@bcn.cat,http://barcelona.cat/ebmmanigua,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Manigua es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Sant Andreu, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
Escola Bressol Municipal Tramuntana,escola-bressol-municipal-tramuntana-barcelona,escuela-infantil,publico,"Passatge Marta Mata, 8",08030,,barcelona,Barcelona,934023663,imebatencio@bcn.cat,http://barcelona.cat/ebmtramuntana,0,36,Lunes a viernes de 8:00 a 17:00 (8:00 a 15:00 en septiembre y julio),comedor;cocina-propia,"Escola Bressol Municipal Tramuntana es una escuela infantil de titularidad pública (Escola Bressol Municipal) situada en el distrito de Sant Andreu, Barcelona. Depende del Institut Municipal d'Educació de Barcelona (IMEB) y atiende el primer ciclo de educación infantil (0 a 3 años). Dispone de comedor con cocina propia y horario de 8:00 a 17:00 h. El acceso se realiza mediante el proceso de preinscripción municipal.",https://ajuntament.barcelona.cat/escolesbressol/sites/default/files/llistat_ebm_curs_2026_2027_def.pdf,
