PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
28783;"Escuela infantil municipal La Colina";"";"";"Horario ampliado. Comedor.";"BUS: 105 , 115";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5171059cb751c010VgnVCM2000000c205a0aRCRD";"NUESTRA SEÑORA DE ARACELI";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28042";"3";"CASCO H.BARAJAS";"21";"BARAJAS";"450935";"4480262";"40.47159015347659";"-3.578814477331226";"678 350 330";"";"eilacolina@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
84666;"Escuela infantil municipal La Cornisa";"";"";"Horario ampliado. Comedor. Planes de mejora.";"BUS: 6 , 78 , 79 RENFE: Doce de Octubre";"ENSEÑANZA: Educación Infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a56def5ab41c010VgnVCM2000000c205a0aRCRD";"CRISTO DE LA VICTORIA";"CALLE";"V";"23";"";"";"";"";"MADRID";"MADRID";"28026";"4";"ALMENDRALES";"12";"USERA";"440431";"4470302";"40.3811789921249";"-3.7017852385259076";"917 920 520";"";"eilacornisa@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633276;"Escuela infantil municipal La Corte de Faraón";"";"";"Educación de 0 a 3 años";"METRO: Peñagrande BUS: 42, 46, 126, 128, 132, 137, 774";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b8210dde9b3b7210VgnVCM2000000c205a0aRCRD";"CHANTADA";"CALLE";"V";"41";"";"";"";"";"MADRID";"MADRID";"28035";"3";"PEÑA GRANDE";"8";"FUENCARRAL-EL PARDO";"439368";"4480509";"40.47304239359628";"-3.715280725332747";"910 596 706";"";"eilacortedefaraon@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633332;"Escuela infantil municipal La Gran Vía";"";"";"Horario ampliado - Comedor";"METRO: Canillas  BUS: 112, 120, 122, 153, 73";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=60e944dd9d3b7210VgnVCM2000000c205a0aRCRD";"SILVANO";"CALLE";"V";"99";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"446212";"4479319";"40.462802758823514";"-3.634435221406373";"913 880 412";"";"eilagranvia@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5073;"Escuela infantil municipal La Luna";"";"";"Horario ampliado. Comedor.";"BUS: 59";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0cfd13db5b71c010VgnVCM1000000b205a0aRCRD";"BENIMAMET";"CALLE";"V";"109";"";"";"";"";"MADRID";"MADRID";"28021";"2";"SAN CRISTOBAL";"17";"VILLAVERDE";"441798";"4466203";"40.344340447262475";"-3.685296004324213";"915 051 417";"";"eilaluna@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
10957922;"Escuela infantil municipal La Melonera";"";"";"Horario ampliado. Comedor.";"METRO: Mendez Álvaro. Arganzuela-Planetario BUS: 148. 156.";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a86936d08b9ea610VgnVCM2000001f4a900aRCRD";"EROS";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28045";"4";"LEGAZPI";"2";"ARGANZUELA";"442243";"4471700";"40.39390298324836";"-3.680551491708351";"910 707 655   /   640 650 071";"";"eilamelonera@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5299025;"Escuela infantil municipal La Oliva";"";"";"";"BUS: 6, 60, 131";"ENSEÑANZA: Educación infantil (Primer Ciclo).";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c73d901ede90210VgnVCM1000000b205a0aRCRD";"GAINZA";"CALLE";"V";"46";"";"";"";"";"MADRID";"MADRID";"28041";"1";"ORCASITAS";"12";"USERA";"439279";"4468586";"40.36563722434557";"-3.7151923280205694";"915 357 863";"";"eilaoliva@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5341;"Escuela infantil municipal La Paloma";"";"";"Horario ampliado. Comedor.";"METRO: La Latina BUS: 17 , 18 , 23 , 35 , 60";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=522e13db5b71c010VgnVCM1000000b205a0aRCRD";"TABERNILLAS";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28005";"1";"PALACIO";"1";"CENTRO";"439624";"4473580";"40.41065179506282";"-3.7115802564668754";"913 642 491";"";"eilapaloma@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633158;"Escuela infantil municipal La Patria Chica";"";"";"Educación de 0 a 3 años";"METRO: La Peseta BUS: 35 , 155";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78e7a529393b7210VgnVCM2000000c205a0aRCRD";"PATRIMONIO DE LA HUMANIDAD";"CALLE";"V";"31";"";"";"";"";"MADRID";"MADRID";"28054";"6";"BUENAVISTA";"11";"CARABANCHEL";"435221";"4468182";"40.36168337750411";"-3.7629430009334297";"915 116  786";"";"eilapatriachica@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633600;"Escuela infantil municipal La Revoltosa";"";"";"Horario ampliado - Comedor";"METRO: Las Suertes, Valdecarros BUS: 145";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4c0999a414b7210VgnVCM2000000c205a0aRCRD";"JOSE ANTONIO REBOLLEDO Y PALMA";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28051";"1";"CASCO H.VALLECAS";"18";"VILLA DE VALLECAS";"449997";"4468556";"40.36607876608522";"-3.588947072838845";"914 944 330";"";"eilarevoltosa@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633294;"Escuela infantil municipal La Rosa del Azafrán";"";"";"Educación de 0 a 3 años";"METRO: Tres Olivos BUS: 66, 137";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d3670dde9b3b7210VgnVCM2000000c205a0aRCRD";"CUEVA DE MONTESINOS";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28034";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"441678";"4483539";"40.50050331171224";"-3.68829881383211";"917 344 966";"";"eilarosadelazafran@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633382;"Escuela infantil municipal La Verbena de la Paloma";"";"";"Educación de 0 a 3 años";"METRO: Aluche BUS: 17, 138, 155";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=533f44dd9d3b7210VgnVCM2000000c205a0aRCRD";"FUERTE DE NAVIDAD";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28044";"7";"LAS AGUILAS";"10";"LATINA";"434972";"4470271";"40.380491665056326";"-3.7660767346972173";"661 434 055";"";"eilaverbenalapaloma@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633456;"Escuela infantil municipal La del Manojo de Rosas";"";"";"Educación de 0 a 3 años";"BUS: 4, 106, 140";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c49e1ec1fe3b7210VgnVCM2000000c205a0aRCRD";"RAVENA";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28032";"4";"ARCOS";"20";"SAN BLAS-CANILLEJAS";"447718";"4474367";"40.41827932953887";"-3.616265188601519";"910 596 684";"";"eiladelmanojoderosas@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633393;"Escuela infantil municipal La del Soto del Parral";"";"";"Educación de 0 a 3 años";"BUS: 34, 35, 155, 139, 47";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=979344dd9d3b7210VgnVCM2000000c205a0aRCRD";"TROMPAS";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28054";"6";"CUATRO VIENTOS";"10";"LATINA";"434786";"4469328";"40.37197319564591";"-3.7681711768688495";"915 084 790";"";"eiladelsotodelparral@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5298904;"Escuela infantil municipal Las Amapolas";"";"";"";"METRO: San Francisco BUS: 47, 118, 121, 131, 155";"ENSEÑANZA: Educación infantil (Primer Ciclo).";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=367e5e391ae90210VgnVCM1000000b205a0aRCRD";"OBOLO";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28054";"6";"BUENAVISTA";"11";"CARABANCHEL";"437070";"4469157";"40.370623480071096";"-3.741251804918924";"915 115 338";"";"eilasamapolas@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5299104;"Escuela infantil municipal Las Azaleas";"";"";"";"BUS: 4, 38, 48, 70, 109 METRO: García Noblejas";"ENSEÑANZA: Educación infantil (Primer Ciclo).";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34cb3ab7e0f90210VgnVCM1000000b205a0aRCRD";"PORTUGALETE";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28017";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"446096";"4475250";"40.42613036374425";"-3.635469776500989";"672 159 078";"";"eilasazaleas@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
11647597;"Escuela infantil municipal Las Golondrinas";"";"";"Horario ampliado Comedor";"METRO:  Canillejas   BUS: 77, 101, 140,151, 165";"ENSEÑANZA: Educación infantil (primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d80e95a4b4ef710VgnVCM1000001d4a900aRCRD";"JOSEFA VALCARCEL";"CALLE";"V";"158";"";"";"";"";"MADRID";"MADRID";"28022";"7";"CANILLEJAS";"20";"SAN BLAS-CANILLEJAS";"448255";"4477790";"40.449158416350244";"-3.6102123944771636";"617 076 291";"";"eisanblas@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633460;"Escuela infantil municipal Las Leandras";"Educación de 0 a 3 años";"";"Horario ampliado - Comedor";"BUS: 77";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d29f1ec1fe3b7210VgnVCM2000000c205a0aRCRD";"ACCESO A LA ESTACION DE O'DONNELL";"CARRETERA";"V";"";"";"";"";"";"MADRID";"MADRID";"";"";"";"";"SAN BLAS-CANILLEJAS";"450030";"4477044";"40.442551699479736";"-3.589224618793631";"635 831 634";"";"eilasleandras@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5252132;"Escuela infantil municipal Las Mercedes";"";"";"";"BUS: 77";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ebbdb969ed8f110VgnVCM1000000b205a0aRCRD";"SAMANIEGO";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28022";"6";"REJAS";"20";"SAN BLAS-CANILLEJAS";"450779";"4477035";"40.442501078875445";"-3.5804043676101007";"917 470 878";"";"eilasmercedes@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
132987;"Escuela infantil municipal Las Nubes";"";"";"Horario ampliado. Comedor.";"METRO: Menéndez Pelayo  BUS: 24 , 37 , 54 , 57 , 102 , 141, 152";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=96b66da0aa81c010VgnVCM1000000b205a0aRCRD";"ANTONIO NEBRIJA";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28007";"1";"PACIFICO";"3";"RETIRO";"441938";"4472786";"40.40365358728283";"-3.6842590892111273";"915 012 443";"";"eilasnubes@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
10957943;"Escuela infantil municipal Las Pléyades";"";"";"Horario ampliado. Comedor.";"BUS: 171, 174";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=947c36d08b9ea610VgnVCM2000001f4a900aRCRD";"MANUEL GUTIERREZ MELLADO";"CALLE";"V";"21";"";"";"";"";"MADRID";"MADRID";"28055";"6";"VALDEFUENTES";"16";"HORTALEZA";"447445";"4482880";"40.49496785628896";"-3.6201774927951726";"91 528 52 61   /   680 51 38 87";"";"eilaspleyades@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
132982;"Escuela infantil municipal Las Viñas";"";"";"Horario ampliado. Comedor. Planes de mejora.";"BUS: 160";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecd66da0aa81c010VgnVCM1000000b205a0aRCRD";"ESTUDIO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28023";"7";"ARAVACA";"9";"MONCLOA-ARAVACA";"433385";"4479176";"40.460576198420775";"-3.7857037462052063";"913 078 175";"";"eilasvinas@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633582;"Escuela infantil municipal Los Gavilanes";"";"";"Horario ampliado - Comedor";"METRO: Alvarado, Estrecho BUS: 3, 64, 66, 124, 128, 772";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c1d999a414b7210VgnVCM2000000c205a0aRCRD";"TIZIANO";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28020";"2";"CUATRO CAMINOS";"6";"TETUAN";"440434";"4478062";"40.4510850477906";"-3.7024647767258325";"915 799 142";"";"eilosgavilanes@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
28784;"Escuela infantil municipal Los Juncos";"";"";"Horario ampliado. Comedor.";"BUS: 4 , 100 , 106 , 130";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a791059cb751c010VgnVCM2000000c205a0aRCRD";"JUVENTUD";"PLAZA";"V";"7";"";"";"";"";"MADRID";"MADRID";"28032";"";"AMBROZ";"";"VICALVARO";"448602";"4473344";"40.40912749404517";"-3.605774962043424";"913 719 837";"";"eilosjuncos@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5340;"Escuela infantil municipal Los Pinos";"";"";"Horario ampliado. Comedor.";"Bus: 59, 79 Metro: San Cristóbal";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a84e13db5b71c010VgnVCM1000000b205a0aRCRD";"ROCAFORT";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28021";"2";"SAN CRISTOBAL";"17";"VILLAVERDE";"441474";"4466069";"40.34123812234347";"-3.69037444346592";"917 984 611";"";"eilospinos@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633604;"Escuela infantil municipal Los Sobrinos del Capitán Grant";"";"";"Horario ampliado - Comedor";"BUS: 58, 63, 145 METRO: La Gavia, Congosto";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8692999a414b7210VgnVCM2000000c205a0aRCRD";"LA GAVIA";"AVENIDA";"V";"22";"";"";"";"";"MADRID";"MADRID";"28051";"1";"CASCO H.VALLECAS";"18";"VILLA DE VALLECAS";"448079";"4469404";"40.37360084784636";"-3.611617365195693";"913 852 400";"";"eisobrinoscapitang@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
187609;"Escuela infantil municipal Luis Bello";"";"";"";"METRO: Prosperidad BUS: 1, 9, 72, 73";"ENSEÑANZA: Educación Infantil (Primer Ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a48d2bec675e010VgnVCM1000000b205a0aRCRD";"JUAN BAUTISTA DE TOLEDO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28002";"2";"PROSPERIDAD";"5";"CHAMARTIN";"442845";"4477216";"40.443633085040005";"-3.6739692982111727";"914 341 779";"";"eiluisbello@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633425;"Escuela infantil municipal Luisa Fernanda";"";"";"Horario ampliado - Comedor";"BUS: 54, 58, 103, 142, 143";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbaa1ec1fe3b7210VgnVCM2000000c205a0aRCRD";"COCHERON DE LA VILLA";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28031";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"446016";"4470299";"40.38152351850743";"-3.635992893537739";"913 329 620";"";"eiluisafernanda@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
11368108;"Escuela infantil municipal Margarita Salas";"";"";"";"BUS: 10, 56, 156 METRO. Conde de Casal. Pacífico.";"ENSEÑANZA: Educación infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=647fa8d65f0d8710VgnVCM2000001f4a900aRCRD";"CAVANILLES";"CALLE";"V";"54";"";"";"";"";"MADRID";"MADRID";"28007";"1";"PACIFICO";"3";"RETIRO";"442901";"4472858";"40.40438324670531";"-3.6729005068427316";"623 412 950";"";"eicavanilles@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
12269488;"Escuela infantil municipal María Moliner";"";"";"Horario ampliado. Comedor.";"Autobus 49, 177";"ENSEÑANZA: Educación Infantil (Primer Ciclo)";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cc0d0ea53f25d810VgnVCM1000001d4a900aRCRD";"DIRECCION";"PASEO";"V";"305";"";"";"";"";"MADRID";"MADRID";"28029";"5";"VALDEACEDERAS";"6";"TETUAN";"440385";"4480171";"40.470079203938035";"-3.7032397388198564";"691 533 410";"";"eitetuan@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
5633596;"Escuela infantil municipal Molinos de Viento";"";"";"Horario ampliado - Comedor";"METRO: Vicálvaro BUS: 4, 106, 100, 130";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7afe999a414b7210VgnVCM2000000c205a0aRCRD";"FUENTE DE ARRIBA";"CAMINO";"V";"4";"";"";"";"";"MADRID";"MADRID";"28032";"1";"CASCO H.VICALVARO";"19";"VICALVARO";"448245";"4472690";"40.40321377463398";"-3.609917274177793";"917 753 905";"";"eimolinosdeviento@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
11647575;"Escuela infantil municipal Muñeco de Nieve";"";"";"Horario ampliado Comedor";"BUS: 159. E5. 290 (interurbano)";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=51aee95a4b4ef710VgnVCM1000001d4a900aRCRD";"ENRIQUE URQUIJO";"CALLE";"V";"56";"";"";"";"";"MADRID";"MADRID";"28052";"4";"EL CAÑAVERAL";"19";"VICALVARO";"452427";"4472228";"40.39930206378953";"-3.5605912170897724";"645 053 537
605 738 461";"";"eicanaveral@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
187607;"Escuela infantil municipal Osa Menor";"";"";"Horario ampliado Comedor";"METRO: Bilbao, Alonso Martínez, Tribunal BUS: 3, 21, 37, 40, 147, 149";"ENSEÑANZA: Educación Infantil (primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c328d2bec675e010VgnVCM1000000b205a0aRCRD";"MEJIA LEQUERICA";"CALLE";"NUM";"21";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"440666";"4475502";"40.4280399538175";"-3.699501702258276";"914 472 234";"";"eiosamenor@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
11508438;"Escuela infantil municipal Parque de Ingenieros";"";"";"Horario ampliado. Comedor.";"Bus: 22, 76, 86, 130, 131. Metro: Villaverde Bajo Cruce. Renfe: Puente Alcocer";"ENSEÑANZA: Educación infantil (Primer Ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=350a001964bcc710VgnVCM1000001d4a900aRCRD";"EL SANTO DE LA ISIDRA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28041";"5";"ANGELES";"17";"VILLAVERDE";"440157";"4467361";"40.354672479088904";"-3.7047184178329884";"918 986 144";"";"eiparqueingenieros@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
10957917;"Escuela infantil municipal Pensamiento";"";"";"";"BUS:  6, 55, 70 y 78   METRO:  Usera";"ENSEÑANZA: Educación infantil (Primer ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9246bc22369ea610VgnVCM1000001d4a900aRCRD";"MIRASIERRA";"CALLE";"V";"27";"";"";"";"";"MADRID";"MADRID";"28026";"5";"MOSCARDO";"12";"USERA";"440153";"4471220";"40.38943008851109";"-3.7051307823732746";"643 636 576  /   643 663 747";"";"eipensamiento@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion"
10904800;"Escuela infantil municipal Poeta Gloria Fuertes";"";"";"Horario ampliado. Comedor.";"METRO: Las Tablas   BUS:  172, 176, T61";"ENSEÑANZA: Educación Infantil (Primer Ciclo)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=589695511b749610VgnVCM1000001d4a900aRCRD";"CASTILLO DE CANDANCHU";"CALLE";"V";"46";"";"";"";"";"MADRID";"MADRID";"28050";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"442496";"4483969";"40.50444594533402";"-3.67868023321698";"913 787 752";"";"eilastablas@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion"
88758;"Escuela infantil municipal Ruiz Jiménez";"";"";"Horario ampliado. Comedor.";"METRO: Diego de León BUS: 1 , 12 , 56 , 69 , 72 , 73 , 115";"ENSEÑANZA: Educación Infantil (Primer ciclo)";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7086def5ab41c010VgnVCM2000000c205a0aRCRD";"JOSE PICON";"CALLE";"V";"17";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"442973";"4476267";"40.435092812438825";"-3.672374874199507";"910 590 901";"";"eiruizjimenez@madrid.es";"/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPublicas"
